Area,Career Level,Company,Company Website,Data Source,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Description,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,Jobtick Avgsalary,Jobtick Productjobs,Jobtick Prototyping,Jobtick Research,Jobtick Uiuxjobs,Jobtick Webmobileappjobs,Jobtick Wireframing,Jobtick Writing,Lower Salary Range,Upper Salary Range,Years of Experience
Not Specified,Middle,Standard Chartered Bank (Hong Kong) Limited,Not Specified,JobsDB,09-29-2021,22-10-2021,,,Financial Services,"['About Standard Chartered\xa0', 'We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.\xa0', ""To us, good performance is about much more than turning a profit.\xa0 It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good."", ""We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base."", 'About Mox', 'As one of the biggest banks in market, we are rapidly expanding by growing a new virtual banking business in Hong Kong. We see ourselves as a fast growing start-up company where you will enjoy autonomy and teamwork at the same time, solving new and exciting problems in a nimble and agile way. Join us and be part of history ma","Information Technology (IT), Others, Data Scientist","['Troubleshooting and problem-solving skills', 'Must have the required technical skills', 'Technologies have been implemented']",/hk/en/job/it-operations-analyst-mox-2100026841-100003008777094,IT Operations Analyst - Mox  - (2100026841),Full Time,Not Specified,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Middle,Aussco Hong Kong Limited,Not Specified,JobsDB,10-05-2021,22-10-2021,,,Manufacturing,"['Responsibilities:', 'Provide hands-on Technical design, leading and development of SAP B1 system;\xa0', 'Able to enhance the report data formatting;', 'Implement and facilitate functional teams for new SAP B1 System. Revamp and improve on software systems;', 'Maintenance support and end to end troubleshoot;', 'Optimize system performance and design to monitor system activities with testing plan and standard;', 'F', 'ormulate SAP user guideline and provide training to users;', 'Work with internal and external parties to ensure smooth and proper documentation.\xa0', '\xa0', 'Requirements:', 'Univeristy graduated in Computer Science, Information Technology, Finance or related disciplines;', 'With experience in crystal report design and implement;', 'Solid experience in SAP implementation or support (SAP Ceritification in FI, CO, SD or MM Modules, SAP HANA or C/4 HANA experience will be an advantage);', 'A good team player with solid experience in business planning, financial analysis and budgeting;', 'Sound kn","Accounting, Consulting, Information Technology (IT), Software Development","['SAP & Finance system implementations', 'Consultant Services', 'crystal report']",/hk/en/job/system-analyst-programmer-sap-crystal-report-focus-100003008790148,System Analyst/Programmer (SAP crystal report focus),"Full Time, Permanent",Not Specified,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Middle,EY,Not Specified,JobsDB,10-05-2021,22-10-2021,,,Accounting/Audit/Tax Services,"['Diversity is a core value at EY. We are passionate about building and sustaining an inclusive and equitable working environment for all of EY people. We believe every member in EY teams enrich our diversity by exposing us to a broad range of ways to understand and engage with the world, identify challenges, and to discover, design and help deliver solutions.', 'The Opportunity', 'The EY Financial Services technology consulting team is continuing to grow and develop appropriate technology propositions aligned to market needs and demand, in particular in the space of Data and Analytics.\xa0We work collaboratively with the financial services clients and other EY teams to enhance their ability to use and interpret modern technologies and data, and develop their own enhanced capabilities to support better choices making, along with regulatory compliance, within their business.\xa0EY consultants need the vision to articulate the big picture and the precision to see the smallest of details, all whilst focusing on ","Banking / Finance, Analyst, Information Technology (IT), Technical / Functional Consulting, Data Scientist","['At least 5 years’ experience', 'Working with data integration technologies', 'Designing and delivering solutions']",/hk/en/job/consulting-financial-services-data-analytics-senior-associate-hong-kong-100003008791413,"Consulting, Financial Services - Data & Analytics - Senior Associate - Hong Kong","Full Time, Permanent",Not Specified,Not Specified,Service Designer,,,,,,,,,,,5
Not Specified,Middle,EY,Not Specified,JobsDB,10-05-2021,22-10-2021,,,Accounting/Audit/Tax Services,"['EY Data and Analytics (EY DnA) is our flagship data and advanced analytics capability within EY, working across multiple sectors including financial services, government & public sector, energy, mining & metals, and consumer products.\xa0 We are one of the largest and fastest growing practices in Asia Pacific with more than 400 specialist staff in Australia, New Zealand, Singapore, Hong Kong, Korea, The Philippines and Malaysia.', 'We work unreservedly with some of the biggest market players to enable, strengthen and help navigate through their data journey as trusted advisors and delivery experts. Our passion is driven by our strong purpose to build a better working world by enabling our clients transform into intelligent organisations. Information and intelligence are the assets which enable this, and our practice provides innovative approaches to unlocking this information, solving many of our clients’ biggest challenges.', 'The Opportunity', 'Being at the forefront of technology we are now helping EY cl","Professional Services, Business Consultancy, Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting","['5+ years’ experience as an ETL developer', 'Project delivery toolset experience in ETL tools', 'Knowledge and experience in project delivery']",/hk/en/job/consulting-data-analytics-data-engineer-hong-kong-100003008791339,Consulting - Data & Analytics - Data Engineer - Hong Kong,"Full Time, Permanent",Not Specified,Not Specified,Service Designer,,,,,,,,,,,5
Not Specified,Middle,Veolia Environmental Services Hong Kong Limited,Not Specified,JobsDB,09-27-2021,22-10-2021,,,Energy/Power/Water/Oil & Gas/Waste Management,"['Responsibilities', 'Responsible for planning, designing and implementing Cloud and other On-Premises IT tools as according to the Group and widely accepted standards, meeting the local requirements;', 'Act as the key contact person to coordinate meeting between the key user, IS&T team and external vendors to meet the Resilience, SLA and Cybersecurity Requirement;', 'Ensure the security policy and procedures are in place in all aspects of IT infrastructure through documents and periodical reviews;', 'May require on-call support or ad-hoc work during store operating hours and specific time during key project milestones;', 'Participate in other projects such as application and business projects when assigned.', 'Requirements', 'Bachelor in Computer Science / Information Technology or related disciplines;', 'Certificate in AWS / CCNA/ CISSP / MCP / MCSA and/or MCSE would be an advantage;', 'Minimum of 4 years’ solid experience in IT field including minimum of 2 years’ experience in Amazon Web Services (AWS) Clo","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Security","['Degree holder in Computer Science or IT', ""2 years' experience in AWS"", 'Cloud solutions implementation']",/hk/en/job/senior-it-infrastructure-engineer-100003008770980,Senior IT Infrastructure Engineer,"Full Time, Permanent",Not Specified,Not Specified,Service Designer,,,,,,,,,,,6
Not Specified,Middle,SmarTone Telecommunications Limited,http://www.smartone.com,JobsDB,09-30-2021,22-10-2021,,,Telecommunication,"['\xa0', 'Responsibilities:\xa0', 'Planning, design, support and monitoring of IP/ MPLS based mobile packet, cloud platform and Internet backbone network', 'Assist manager in Network/ Security system/ technology evaluation, installation, acceptance and cutover execution', 'Perform emergency call out duties, follow-up support issues, fault isolation, trouble-shooting network problems', 'Report preparation and documentation on network performance analysis and capacity usage monitoring', 'Second line support and trouble-shooting of data related service with corporate customers', 'Liaise with contractor/ vendor for the network system installation/ commissioning and site preparation', 'Requirements:\xa0', 'Degree or above, major in Computer Science, IT or related disciplines', 'Professional Certification such as CCNP or equivalent will be an advantage', 'At least 5 years in managing a sizeable IP Network, suitable applicant with less experience will also be considered', 'Experience in ISP industry / Service Provid","Information Technology (IT), Security, Network & System, Mobile / Wireless Communications","['IP/ MPLS based mobile packet', 'Cloud platform and Internet backbone network', 'Network/ Security system/ technology evaluation']",/hk/en/job/senior-engineer-core-network-100003008781059,"Senior Engineer, Core Network","Full Time, Permanent",Not Specified,Not Specified,Service Designer,,,,,,,,,,,8
Not Specified,Middle,Lidl Hong Kong Limited,Not Specified,JobsDB,10-22-2021,22-10-2021,,,Trading and Distribution,"['What will you do?', 'Act as the first point of contact for all user support related queries', 'Be responsible for resolving and escalating user request tickets\xa0', 'Participate in and implement infrastructure projects', 'Monitor systems to ensure infrastructure stability', 'In-charge of inventory and loan management of computers / scanners / consumables', 'Be responsible for taking internal and external calls from the users regarding IT incidents or service requests', 'Ensure proper documentation, notification, escalation, tracking, and follow up of all incidents / service request', 'Regularly provide statistical reports about support cases and incidents', 'Please note this is a 12-month contract role with the potential to go permanent.', 'What will you need?', 'Higher Diploma or above in Computer Science, Information Technology, or a relevant discipline', ""1-2 years' experience in user support and helpdesk duties"", 'Strong problem solving and system troubleshooting skills', 'Technically proficient in Mic","Information Technology (IT), Support","['1-2 years helpdesk + user support exp.', 'Immediately available or short notice period', 'Office located in ICC building']",/hk/en/job/it-support-specialist-100003008835547,IT Support Specialist,Contract,Degree,Not Specified,UX Consultant,,,,,,,,,,,-1
Not Specified,Middle,Global Executive Consultants Limited.,http://www.globexec.com,JobsDB,10-22-2021,22-10-2021,,,Human Resources Management/Consultancy,"['Our client, a Leading Bank, is looking for high-caliber person to fill the position.', 'Responsibilities:-', 'To perform daily system administration and support on MobileIron, Remote Access (VPN) and Monitoring Systems', 'To provide technical evaluation and recommend solutions, mainly on MobileIron, Remote Access and Monitoring systems related areas', 'To conduct testing and verification as when necessary', 'To help on MobileIron, Remote Access and Monitoring projects implementation when required', 'To perform technical support and/or problem diagnosis on related areas', 'Requirements:-', 'Degree in Computer Science, Computer Engineering or related disciplines', 'Minimum 3 years technical support working experience in an organization with at least 500 users / servers on:', 'MobileIron MDM Infrastructure in high availability set up', 'Remote Access VPN Infrastructure with 2FA in high availability set up', 'Monitoring solution setup in different areas including server, middleware and network Infrastructure', ","Information Technology (IT), Support, Application Specialist - Network, Network & System","['MobileIron, Remote Access', 'CISSP, CISA', 'Infrastructure design']",/hk/en/job/system-specialist-vpn-bank-hk%2435k-%2445k-ref-no-%3A-25003-100003008837594,System Specialist – VPN (Bank) (HK$35K - $45K) (Ref. No.: 25003),"Full Time, Permanent, Contract",Degree,System Specialist – VPN (Bank) (HK$35K - $45K) (Ref. No.: 25003),UX Consultant,,,,,,,,,,,-1
Not Specified,Middle,Acton Consulting Limited,http://www.actoncl.com,JobsDB,09-27-2021,22-10-2021,,,Information Technology,"['O', 'ur client is a leading US Company. Due to the rapid growth of the company, they are now looking for talented individuals to join the professional team.', 'Responsibilities:', '\xa0', 'Perform BI development project cycle : user requirement process , system design , implementation & unit tests', 'Quality assurance for the developed products', 'Develop project documentation', 'BI systems support & maintenance', '\xa0', 'Requirements:', '\xa0', 'University degree or above in Computer Science , Computer Engineering or equivalent', ""At least 2 years' hands-on experience in Data warehouse or BI development"", 'Working experience in ETL, OLAP /OR Data Mining', 'Technical experience in \xa0Tableau, Qlikview, SAP\xa0BW/ Business Object OR\xa0Cognos is a plus', 'Knowledge in Java Programming will be an advantage BUT not essential', 'Good analytical , organizing & communication skills', 'Applicants with 5+ years experience will be considered for System Analyst / Consultant position', 'Interested parties please sen","Information Technology (IT), Application Specialist - Software, Support, Software Development","['ETL, OLAP /OR Data Mining', 'Tableau, Qlikview, SAP BW, Business Object, Cognos', 'Datawarehouse or BI']",/hk/en/job/data-warehouse-business-intelligence-system-analyst-analyst-programmer-4-openings-100003008772677,Data Warehouse / Business Intelligence - System Analyst / Analyst Programmer (4 openings),"Full Time, Permanent, Contract",Degree,Not Specified,UX Consultant,,,,,,,,,,,2
Not Specified,Middle,Leadership Solutions Limited,Not Specified,JobsDB,10-04-2021,22-10-2021,,,Human Resources Management/Consultancy,"['My client is looking for following candidates, it is expected that you are a hands-on developers in SDLC, and also prefer working experience in large scale user environment\xa0', 'Java Development', 'Teachnical Lead\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Java', 'Java 8 streaming Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0Java 8, Spring Boot, Microservice, Kubernetes, Jenkins, Git, Ansible, Apache\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Kafka streaming', 'Full Stack Web Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Node.js/React / Web / Agile / DevOps/AngularJS', '\xa0', 'Senior Full Stack Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Angular, React, React-Redux/Flux, large websites, content managment,', '\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa","Information Technology (IT), Software Development","['SAP', 'Java development', 'Data Engineering']",/hk/en/job/java-developer-data-engineering-sap-rpa-postgresql-100003008789651,"Java Developer, Data Engineering, SAP, RPA, PostgreSQL","Full Time, Permanent, Contract",Degree,Not Specified,UX Consultant,,,,,,,,,,,2
Not Specified,Middle,IVC Solutions Limited,http://www.ivcsol.com,JobsDB,10-08-2021,22-10-2021,,,Information Technology,"['Responsibilities:', 'Participating in SAP project implementation;', 'Providing SAP support services to our customers;', 'Providing training to our customers;', 'Providing product demonstration and support to customers;', 'Conducting system testing and user acceptance testing;', 'Troubleshooting Business Application, Enterprise Software issues;', 'Requirements:', 'Degree holder majored in Computer Science, Business Administration, Information System or related subjects;', 'With 2 - 3 years working experience in SAP modules FICO, MM, SD and PP, fresh graduates will also be considered;', 'Prefer with Supply Chain background', 'Experience in ERP / CRM / business process management is an advantage;', 'Logical mind and critical thinking;', 'Strong problem-solving and analytical skills;', 'Flexibility to learn and work in dynamic environment;', 'Proactive attitude, with sense of ownership and strong team player;', 'Good command of both written and spoken English and Cantonese;', 'Candidate with less experience wil","Professional Services, Business Consultancy, Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting","['SAP Consultant', 'Supply Chain', 'Procurement']",/hk/en/job/sap-consultant-sap-associate-consultant-supply-chain-procurement-inventory-sales-100003008800535,"SAP Consultant / SAP Associate Consultant (Supply Chain, Procurement, Inventory, Sales)","Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,2
Not Specified,Middle,Leadership Solutions Limited,Not Specified,JobsDB,10-12-2021,22-10-2021,,,Human Resources Management/Consultancy,"['My client is looking for following candidates, it is expected that you are a hands-on developers in SDLC, and also prefer working experience in large scale user environment\xa0', 'Java Development', 'Teachnical Lead\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Java', 'Java 8 streaming Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0Java 8, Spring Boot, Microservice, Kubernetes, Jenkins, Git, Ansible, Apache\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Kafka streaming', 'Full Stack Web Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Node.js/React / Web / Agile / DevOps/AngularJS', '\xa0', 'Senior Full Stack Developer\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Angular, React, React-Redux/Flux, large websites, content managment,', '\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa","Information Technology (IT), Software Development","['SAP', 'Java development', 'RPA']",/hk/en/job/java-developer-sap-rpa-postgresql-100003008810350,"Java Developer, SAP, RPA, PostgreSQL","Full Time, Permanent, Contract",Degree,Not Specified,UX Consultant,,,,,,,,,,,2
Not Specified,Middle,Ungerboeck Systems International Limited,Not Specified,JobsDB,10-18-2021,22-10-2021,,,Information Technology,"['Implementation of Ungerboeck Software:', 'Engage clients to collect business requirements, understand and analyze business needs, prepare business cases, recommend best practice and demonstrate Proof of Concept.', 'Evaluate processes and make recommendations where suitable for standardization and automation to streamline operation.', 'Work closely with internal technical team and developers to design and deliver technical solutions to clients.', 'Work and coordinate with other vendors for integration and API interfaces.', 'Develop technical and functional documentation such as requirements specifications, interface specifications, test plans, test cases and user manuals.', 'Test and implement Unit Test, System Integration Test (SIT) and coordinating User Acceptance Test (UAT)/ Performance Test.', 'Troubleshoot issues and provide supporting to our clients.', 'Assist in Tender Response, Configuration, Presale Demonstration. (when necessary)', 'Perform\xa0other ad-hoc assignment.', 'Consultant Skills', 'Person","Information Technology (IT), Technical / Functional Consulting","['Functional/ Technical Consultant, CRM/ERP', 'System Design & Analysis, Technical Development', 'Software Implementation, Process Reengineering']",/hk/en/job/software-consultant-technical-consultant-100003008822126,Software Consultant/ Technical Consultant,Full Time,Degree,Not Specified,UX Consultant,,,,,,,,,,,3
Not Specified,Middle,S.F. Express (Hong Kong) Limited,http://www.sf-express.com/hk/tc/,JobsDB,10-20-2021,22-10-2021,,,Freight Forwarding/Delivery/Shipping,"['Responsibilities:', 'Understand the business needs, balance the requirements amongst business stakeholders and recommend solutions', 'Analyze users ‘ requirements and ', 'translate users’ ideas and cases into functional specification', 'Work closely with onshore/offshore development team and external vendors to ensure the system can be completed timel', 'y', 'Manage the project schedule from the high-level system design and analysis, system implementation/enhancement, UAT to system deployment', 'Prepare and maintain function specification and training documentation', 'Requirement:', 'Higher Diploma or above in Computer Science, Business Analytics, Information Technology, Logistics or other related disciplines', '1 year plus working experience in software development, system solution consultancy, or developing programmable documents, preferably in Logistics/Courier Industries or consultant companies', 'Practical experience in understanding, analyzing, and verifying user requirements versus business processes","Information Technology (IT), IT Management, Product Management / Business Analyst, Data Scientist","['Free shuttle bus coverage', '2 months or above performance bonus', 'Attractive basic salary']",/hk/en/job/business-analyst-it-100003008830000,Business Analyst (IT),Full Time,Degree,Not Specified,UX Consultant,,,,,,,,,,,3
Not Specified,Middle,Chow Sang Sang Holdings International Limited,http://www.chowsangsang.com,JobsDB,10-21-2021,22-10-2021,,,Wholesale / Retail,"['Responsibilities:', 'Work in teams to bring AI/ Data Science applications and systems to life for retail operation, product management or supply chain management', 'Collect and translate user needs to system requirements, and design work flow', 'Conduct data analysis for insight to business', 'Collaborate with AI engineers, vendors, and users to manage related projects to realize benefit in daily operation', 'Prepare system design document and test plans', 'Participate in new technology study and identify opportunities for improvement', 'Requirements:', 'Bachelor’s degree or above in Data Science, Artificial Intelligence, Computer Science, Business Analysis or related subject. Qualification in Project Management or Business Analysis will be an advantage', '4 years or above related working experience. Candidates with more experience will be considered for the post of Senior Consultant', 'Good awareness in Data Science or AI technology', 'Good communication skill; proficient in written and spoken Chinese and ","Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Data Scientist","['Bring AI/Data Science applications&systems to life', 'Collect&translate user needs to system requirement', '4 years or above related working experience']",/hk/en/job/consultant-artificial-intelligence-100003008833113,Consultant - Artificial Intelligence,"Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,4
Not Specified,Middle,Red Consultancy Services,Not Specified,JobsDB,10-09-2021,22-10-2021,,,Others,"['Our client is a key IT company with well reputation in the industry. With its business expansion in the region, there are two openings: one of their security team, another for network team. They need to increase manpower to cater the dynamic market, and are now looking for a\xa0high calibers candidate to fill up the following position', 'Responsibilities:', 'Provide professional consulting service to support sales team for potential business strategic deal on the particular products/ services (e.g:\xa0', 'either', '\xa0', 'Information Security/ Cloud/ CRM/\xa0 ICT solutions)', 'Participate the whole pre-sales cycle and activities, not limited to client facing, preparing proposal, presentation, demonstration, advise to product teams and etc.', 'Responsible to provide advise on business planning, forecast (vendor pricing, project schedule, budget & cost), project implementation, and its business development of each stages management', 'Closely working with various parties (Sales teams, product teams, vendors,","Information Technology (IT), Security, Network & System, Technical / Functional Consulting","['MNC-Enterprise IT Security/ Network Presales', 'Attractive package + friendly team + good career', 'Presentation, proposal, demonstration & support']",/hk/en/job/presales-consultant-information-security-network-mnc-100003008805440,Presales Consultant -  Information Security / Network  (MNC),"Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,5
Not Specified,Middle,The Wharf Group,http://www.wharfholdings.com,JobsDB,10-15-2021,22-10-2021,,,Property Development,"['Key Roles:', 'as a member of the internal support team of the group’s SAP SuccessFactors HRIS project to provide support to four HR teams and a Central Payroll team for new roll out and existing modules enhancement/maintenance', 'participate in various tasks including but not limited to \xa0system\xa0 design,\xa0 data preparation, UAT, liaison with consultants, user training and other related administrative support for HR related projects', 'assist in\xa0any\xa0ad-hoc projects\xa0when assigned', 'Requirements:', ""Degree holders in Computing/Information Technology/HRM or relevant disciplines with at least 5 years' solid HR working experience of which at least 2 to 3 years in HRIS support. \xa0Exposure to SAP SuccessFactors HRIS is preferred"", 'responsible, a team player, organized and hardworking with good common sense and integrity', 'able to present and communicate/present clearly and precisely', 'familiarize with HR practices and labour ordinance', 'proficient in both spoken and written English and Chines","Admin & HR, Compensation & Benefits, HR Supporting Staff, Information Technology (IT), Others","['Solid HRIS experience', 'Exposure to SAP SuccessFactors an advantage', 'Strong in communication']",/hk/en/job/human-resources-officer-hris-100003008818980,Human Resources Officer (HRIS),"Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,5
Not Specified,Middle,Company Confidential,Not Specified,JobsDB,10-18-2021,22-10-2021,,,Trading and Distribution,"['Role Summary:', 'Responsible for supporting transition from MFGPro to Oracle EBS in our manufacturing plants and Head Office and Warehouses in Hong Kong focusing on Oracle EBS and Agile PLM implementation, software development and integration with external. Activities for this role include working closely with users and consultants to understand and document issues and requirements; propose solutions; work out functional designs; manage SDLC and support full lifecycle of EBS implementation.', 'Job Responsibilities:', 'Effectively leads communications with end-users, external consultants for systems analysis and solution definition, and translate resolutions into clearly defined User Requirements & Functional Design Document for user confirmation and developers to follow-up.', 'Work with users and manage development team to ensure application needs are well-addressed with efficiency, documented, and validate technical solutions and/or processes fulfilling such needs.', 'Work closely with users, vendors and I","Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Oracle E-Business Suite (EBS)', 'Over 5 years relevant experience', 'Electronics Manufacturing Industry']",/hk/en/job/senior-system-analyst-system-analyst-based-in-shenzhen-100003008820525,Senior System Analyst / System Analyst  (Based in Shenzhen),"Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,5
Not Specified,Middle,Arup,Not Specified,JobsDB,10-18-2021,22-10-2021,,,Engineering - Others,"['Overview:', 'The Consultant will be involved in major building and infrastructural projects with the aim of digitally improving their workflows so the teams can deliver better, faster and more. A particular focus will be on delivering content on the Arup Total Design Automation platform. An in-house developed cloud-based ', 'platform that makes automated workflows available to all projects.', 'Furthermore, this successful incumbent will act as a change manager, which can involve the organisation / coordination of regional awareness and reinforcement events.', 'Responsibilities:', 'Partner with internal end-users, learn their needs and support their business processes through the deployment and development of tools and web applications, training and/or workflow restructure', 'Support Digital Design Team to deliver tools to automate tasks for the internal end-users', 'Work in a fast-paced environment to take charge, identify opportunities and then deliver solutions to automate tasks for the internal end-users","Engineering, Others, Information Technology (IT), Software Development, Others","['At least 7 years of relevant experience', 'Interest in software development', '13-mth pay, Bonus, Flexi Hr, Family Medical']",/hk/en/job/consultant-digital-design-implementation-100003008823201,Consultant - Digital Design Implementation,"Full Time, Permanent",Degree,Not Specified,UX Consultant,,,,,,,,,,,7
Not Specified,Middle,PeopleLink Services Limited,http://www.peoplelink-group.com/,JobsDB,10-04-2021,22-10-2021,,,Human Resources Management/Consultancy,"['Key responsibilities:\xa0', 'Plan and implement network infrastructure installations and configurations', 'Standardize network topology', 'Deliver technical documentation', 'Drive vendor for technology enhancement and manage the project delivery, product support and escalated issue management', 'Engage vendor and local deployment team to execute all network implementations', 'Participate in troubleshooting and support of network infrastructure and various client service', 'Requirements:', 'Diploma in Information Technology/Computer Science/Computer Engineering or related discipline.', '2-5 years solid experience in IT network administration & support.', 'Knowledge in network technologies (for examples: TCP IP, LAN, Internet, Router & Switches, DNS, DHCP)', 'Experience on layer 2, layer 3 & routing protocols including TCP/IP, Spanning Tree, VLAN, OSPF, EIGRP and BGP', 'Experience on major network products (e.g. Cisco, Check Point, Huawei, Juniper) is an advantage', 'Experience in supporting both internal use","Information Technology (IT), Network & System, Technical / Functional Consulting, Others","['Router, Switches, Firewall, Security, Cisco', 'Troubleshooting, Implementation, Configuration', 'Network infrastructure,Cisco CCNA/CCNP prefered']",/hk/en/job/network-engineer-network-consultant-upto-60k-multiple-vacancies-100003008787148,Network Engineer/Network Consultant (Upto 60K) (Multiple vacancies),"Full Time, Permanent, Contract",Non-Degree Tertiary,Not Specified,UX Consultant,,,,,,,,,,,-1
Not Specified,Middle,Kum Shing Group,Not Specified,JobsDB,09-30-2021,22-10-2021,,,Architecture/Building/Construction,"['Responsibilities:', 'Manage business requirements gathering, analysis development, testing, training & documentation;', 'Act as a bridge between business user and ERP consultant to ensure the business requirements well address the business needs;', 'Administrate, monitor & maintain ERP system, including troubleshooting, bug-fixing, health check and ad-hoc queries;', 'Work with ERP consultant, in house IT infrastructure and application development team to drive and monitor ERP enhancement projects & support progress;', 'Develop ad-hoc report by Atlas reporting tool;', 'Identify and formulate solution to address issues, risks, dependencies due to change requests;', 'Handle other ad-hoc task or projects as assigned.', '\xa0Requirements - Qualification:', 'Higher Diploma or above in Computer Science, Information Technology and other related disciplines;', 'Minimum 2-4 years of working experience in ERP system implementation; preferably in Engineering & Construction industry;', 'Experience in Microsoft Dynamics ","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Performance bonus, education subsidy, medical plan', 'Excellent career path', 'Minimum 2 years of experience in ERP system']",/hk/en/job/erp-support-analyst-100003008781330,ERP Support Analyst,Full Time,Non-Degree Tertiary,Not Specified,UX Consultant,,,,,,,,,,,2
Not Specified,Middle,PeopleLink Services Limited,http://www.peoplelink-group.com/,JobsDB,10-21-2021,22-10-2021,,,Human Resources Management/Consultancy,"['We are working with a large MNC Solution Provider to invite applications from high caliber candidates for the position of Presales Consultant (I.T. Infrastructure).', 'Responsibilities:', 'Liaise with internal and external parties on business solutions design (Mainly on infrastructure)', 'Obtain requirement from customer IT/application staffs', 'Provide IT solution and cost on both the existing client RFS (Request For Service) or new business', 'Provide technical/commercial/general guidance to solution team member', 'Involve in Technical Design Authority (TDA) activities to bring value to existing', ' managed operations services such that to create more business opportunities for all clients', 'Pre-sales support on IT solution', 'Requirements:', 'Degree or above in IT or any relevant disciplines', 'Familiar with IT solution technologies (e.g. Virtualization, Cloud, Network, SAN technology and etc)\xa0', 'Solid experience in enterprise IT infrastructure (e.g. Windows, Cloud, hyper-v, VMware, SAN storage, Net","Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting","['IT Solution Technology (Cloud, Network etc.)', 'Solid experience in IT infrastructure preferred', 'Pre-sales and client facing']",/hk/en/job/presales-consultant-i-t-infrastructure-100003008832331,Presales Consultant (I.T. Infrastructure),"Full Time, Permanent",Not Specified,Not Specified,UX Consultant,,,,,,,,,,,-1
